A,B,C,Desc
0.85,2.54,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.01,2.16,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.07,3.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.18,1.16,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.15,-0.69,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.97,2.91,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.23,0.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.22,-1.8,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.62,-3.37,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.18,-1.79,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.6,-1.71,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.01,1.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.9,2.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.17,0.82,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.84,1.09,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.37,-2.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.87,0.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.94,-0.15,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.26,1.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.22,3.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.42,0.17,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.39,-2.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.14,0.66,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.4,0.06,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.5,-1.65,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.41,-2.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.56,-0.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.85,-1.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.86,1.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.13,0.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.24,3.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.4,-2.59,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.34,3.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.13,0.65,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.57,-2.76,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.35,-3.06,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.84,-1.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.91,-0.92,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.22,-3.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.55,0.03,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.45,-2.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.12,-1.32,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.64,2.48,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.14,-3.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.29,3.18,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.47,-1.46,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.75,1.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.78,0.65,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.29,2.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.22,-0.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.7,-2.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.01,1.7,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.08,0.39,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.29,1.96,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.76,-0.75,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.35,0.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.4,-0.19,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.56,3.32,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.09,-1.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.66,-1.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.13,-1.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.72,3.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.08,-0.57,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.47,3.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.48,-1.8,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.41,1.79,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.43,-1.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.15,-0.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.26,1.49,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.67,-2.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.36,2.75,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.85,-3.82,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.88,1.65,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.09,0.62,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.52,3.64,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.33,-2.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.65,1.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.3,2.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.74,-3.24,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.95,1.57,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.26,-2.98,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.27,-0.61,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.11,-3.03,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.18,3.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.34,1.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.1,0.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.09,-0.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.46,-0.04,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.68,-3.22,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.53,1,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.49,-1.94,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.21,-2.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.11,0.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.67,-0.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.36,-3.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.41,-0.81,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.73,1.03,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.69,-2.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.79,-2.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.4,3.57,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.01,1.24,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.7,0.71,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.14,-1.1,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.93,-3.8,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.27,2.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.12,-1.75,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.42,2.8,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.52,-0.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.18,-2.92,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.05,-2.91,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.74,2.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.89,3.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.38,-1.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.51,1.98,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.15,-0.04,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.89,2.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.13,3.18,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.29,0.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.05,0.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.54,2.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.37,3.24,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.23,-0.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.26,1.06,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.6,2.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.52,-3.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.96,2.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.25,3.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.23,-0.58,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.23,1.37,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.62,3.06,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.14,2.58,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.42,-0.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.44,-2.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.52,-3.09,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.8,-3.29,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.96,1.32,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.95,1.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.53,3.66,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0,-2.91,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.23,1.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.13,-0.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.9,-1.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.62,2.96,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.5,-2.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.2,-2.95,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.61,2.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.08,3.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.39,2.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.45,-2.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.42,3.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.24,1.65,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.83,-2.39,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.22,-2.37,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.45,-3.02,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.43,-2.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.43,-1.24,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.62,3.14,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.43,-1,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1,0.7,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.24,3.29,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.18,-3.61,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.79,-1.02,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.29,-3.48,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.37,-1.96,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.25,0.94,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.32,-3.17,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.31,1.65,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.98,3.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.2,3.54,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.43,3.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.95,0.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.75,-2.58,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.63,-3.82,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.49,-0.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.74,2.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.76,0.99,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.22,0.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.62,-1.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.14,0.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.68,3.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.55,3.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.24,0.18,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.33,-2.8,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.28,-1.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.19,-0.57,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.44,-1.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.91,0.93,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.6,3.59,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.64,2.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.2,-2.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.48,0.92,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.27,2.64,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.07,0.78,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.39,2.36,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.66,-2.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.05,3.6,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.44,3.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.21,-0.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.09,-2.93,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.2,-1.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.91,0.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.16,-0.47,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.83,-1.92,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.12,3.76,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.77,-2.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.55,-2.16,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.74,3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.13,1.47,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.06,-3.18,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.47,2.02,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.8,-3.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.31,1.78,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.22,0.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
2,2.32,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.49,-0.09,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.24,-0.26,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.26,-2.19,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1,-1.54,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.62,0.95,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.93,-1.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.38,-2.36,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.14,-2.79,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.5,-1.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.47,-2.54,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.35,-2.36,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.7,2.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.21,-2.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.68,-2.64,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.26,3.81,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.34,1.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.28,3.42,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.97,-1.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.26,-0.99,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.3,-1.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.01,0.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.37,-2.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.04,-3.78,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.52,3.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.28,-0.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.51,-0.39,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.88,-0.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.19,2.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.41,-0.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.02,2.58,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.64,-3.18,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.91,-0.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.53,3.96,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.15,-3.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.89,3.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.62,1.79,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.11,-2.91,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.2,-3.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.69,-2.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.36,3.99,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.72,1.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.01,-1.37,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.48,3.63,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.14,-1.78,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.02,1.66,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.03,0.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.15,-3.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.48,2.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.12,3.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.37,2.49,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.82,0.19,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.21,0.37,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.19,2.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.48,3.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.27,-2.63,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.41,-1.82,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.26,3.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.03,-1.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.05,-2.06,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.71,-0.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.46,3.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.18,-3.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.61,-2.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.13,1.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.18,-2.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.39,-1.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.41,-0.1,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.3,-1.26,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.57,-3.65,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.26,0.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.53,-2.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.32,-1.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.53,-3.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.18,0.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.34,3.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
2,1.16,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.37,1.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.13,-2.82,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.8,-0.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.88,-3.4,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.79,-0.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.7,0.49,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.17,-2.86,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.92,0.99,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.81,2.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.68,0.39,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.35,-0.99,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.2,-3.57,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.84,-2.9,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.29,-1.47,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.63,3.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.2,-2.54,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.5,-3.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.19,3.37,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.36,-0.24,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.44,-1.29,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.37,0.95,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.55,-1.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.8,1.71,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.17,-3.03,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.08,3.1,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.16,3.64,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.04,-1.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.49,-2.02,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.02,-2.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.03,2.15,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.76,2.22,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.44,-0.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.03,1.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.99,0.98,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.1,0.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.54,-2.4,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.43,3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.18,0.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.6,1.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.97,-1.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.21,0.63,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.89,2.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.15,1.47,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.2,-0.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.18,-1,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.02,-3.66,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.18,-0.48,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.87,-1.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.21,-1.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.43,-3.66,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.35,-1.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.62,1.82,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.58,1.64,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.66,2.95,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.11,0.22,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.27,-2.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.35,0.7,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.62,-0.81,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.29,-0.6,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.54,3.57,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.74,-2.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.3,2.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
