A,B,C,Desc,Answer
-0.29,0.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 313
0.83,-3.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 314
1.16,3.4,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 315
1.13,1.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 316
0.4,-2.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 317
0.39,-1.86,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 318
1.26,-0.95,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 319
0.65,2.26,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 320
1.65,-3.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 321
-0.18,-3.46,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 322
0.1,0.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 323
1.42,-3.06,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 324
0.34,2.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 325
0.26,1.02,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 326
0.96,0.61,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 327
1.12,-2.22,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 328
1.89,2.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 329
-0.2,-1.48,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 330
1.24,-2.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 331
0.69,-2.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 332
0.02,0.65,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 333
0.96,-3.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 334
0.67,3.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 335
0.63,1.9,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 336
0.92,-3.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 337
1.01,-1.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 338
1.88,-0.92,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 339
1.52,2.79,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 340
0.52,-3.65,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 341
1.77,3.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 342
1.62,2.42,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 343
-0.11,-2.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 344
0.82,-0.29,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 345
1.16,-1.58,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 346
0.87,0.61,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 347
1.5,-1.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 348
1.64,3.78,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 349
1.81,-2.75,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 350
1.16,-2.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 351
0.72,-2.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 352
0.15,1.17,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 353
-0.01,1.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 354
1.45,3.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 355
-0.3,3.1,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 356
1.94,-3.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 357
0.33,3.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 358
1.13,-3.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 359
-0.18,-2.14,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 360
0.84,2.75,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 361
1.39,-0.36,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 362
0.25,0.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 363
0.38,3.54,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 364
1.5,1.24,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 365
-0.41,-0.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 366
0.84,1.06,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 367
1.51,0.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 368
0.44,3.76,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 369
1.71,0.49,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 370
1.59,1.39,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 371
1.85,0.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 372
0.06,1.99,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 373
1.33,2.6,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 374
0.15,1.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 375
0.31,-1.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 376
-0.09,1.86,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 377
0.91,1.49,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 378
1.19,-1.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 379
0.61,-3.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 380
0.95,0.7,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 381
0.61,0.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 382
1.8,0.79,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 383
1.47,-0.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 384
0.31,-3.62,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 385
1.66,1.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 386
1.88,3.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 387
0.26,-1.75,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 388
-0.36,-1.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 389
-0.46,1.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 390
1,2.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 391
0.05,2.95,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 392
1.94,-0.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 393
1.62,-0.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 394
1.19,3.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 395
0.2,3.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 396
1.08,-2.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 397
0.92,-2.18,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 398
0,3.36,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 399
1.08,0.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 400
-0.46,1.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 401
0.83,0.81,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 402
1.4,-2.02,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 403
1.81,-1.04,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 404
0.29,2.82,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 405
-0.13,-2.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 406
1.21,0.47,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 407
-0.29,1.19,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 408
1.67,1.26,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 409
1.7,0.53,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 410
0.42,0.68,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 411
1.34,-0.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 412
1.26,-0.76,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 413
0.16,3.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 414
-0.24,2.29,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 415
0.32,3.98,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 416
0.79,1.62,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 417
1.96,-3.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 418
-0.4,-1.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 419
0.84,-1.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 420
0.95,-0.42,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 421
0.26,-1.69,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 422
0.13,2.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 423
1.23,-2.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 424
0.37,-0.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 425
-0.36,-3.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 426
1.58,-3.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 427
0.89,-1.7,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 428
0.37,3.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 429
0.04,0.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 430
0.79,-0.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 431
1.39,1.39,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 432
1.3,2.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 433
0.63,-1.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 434
1.64,2.66,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 435
1.91,-3.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 436
0.11,-3.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 437
-0.48,-1.73,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 438
0.29,3.93,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 439
0.97,-3.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 440
1.37,0.06,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 441
1.16,1.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 442
0.64,0.78,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 443
0.76,1.59,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 444
-0.36,-2.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 445
1.74,-2.62,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 446
1.12,-3.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 447
0.96,-0.17,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 448
1.94,0.04,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 449
0.44,3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 450
1.72,-0.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 451
0.68,0.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 452
0.55,0.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 453
-0.36,-2.63,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 454
0.85,-0.81,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 455
1.29,-1.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 456
-0.01,-3.53,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 457
1.54,-1.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 458
0.64,-3.18,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 459
1,-3.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 460
1.05,0.86,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 461
1.69,1.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 462
-0.43,1.03,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 463
0.13,-1.1,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 464
-0.01,2.68,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 465
0.39,-3.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 466
1.64,0.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 467
-0.33,-0.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 468
1.61,1.73,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 469
0.59,0.42,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 470
-0.16,3.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 471
-0.44,-1.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 472
1,-3.49,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 473
1.18,0.26,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 474
0.47,1.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 475
-0.02,1.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 476
1.21,-0.78,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 477
1.1,-2.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 478
1.71,0.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 479
1.34,3.09,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 480
1.63,-3.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 481
0.86,1.59,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 482
1.9,-3.95,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 483
-0.48,-3.94,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 484
1.84,-0.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 485
1.09,2.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 486
0.41,0.71,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 487
0.73,1.82,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 488
1.21,-0.66,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 489
-0.46,3.24,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 490
1.56,2.22,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 491
1.77,0.53,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 492
0.5,-2.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 493
1.06,0.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 494
1.35,1.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 495
0.58,3.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 496
-0.24,0.8,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 497
1.24,3.7,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 498
1.6,2.54,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 499
0.18,1.24,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 500
0.65,2.66,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 501
0.94,-0.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 502
0.41,-0.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 503
1.34,2.49,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 504
0.49,1.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 505
-0.47,2.59,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 506
-0.36,-3.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 507
-0.46,1.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 508
0.69,-3.4,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 509
1.37,-0.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 510
1.32,-0.69,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 511
1.93,-1.76,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 512
0.21,-3.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 513
0.78,-0.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 514
1.31,-2.59,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 515
1.81,-1.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 516
0.33,2.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 517
0.08,3.96,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 518
-0.01,-3.59,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 519
0.08,-3.6,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 520
1.78,3.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 521
1,-1.59,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 522
0.93,3.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 523
0.1,-1.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 524
0.56,-0.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 525
-0.5,2.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 526
1.02,0.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 527
0.78,-3.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 528
1.25,-0.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 529
0.87,3.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 530
0.27,3.22,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 531
1.31,-3.09,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 532
0.98,3.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 533
0.75,-2.93,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 534
-0.26,3.66,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 535
1.12,-0.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 536
1.98,1.04,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 537
1.98,-3.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 538
0.15,2.4,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 539
1.12,3.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 540
1.15,-0.16,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 541
1.87,-1.39,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 542
-0.49,-3.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 543
-0.02,-2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 544
0.2,0.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 545
0.15,3.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 546
-0.45,-1.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 547
-0.42,2.82,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 548
1.67,3.65,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 549
0.54,1.16,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 550
1.62,3.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 551
1.45,-2.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 552
0.47,1.68,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 553
1.84,-1.14,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 554
0.56,1.29,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 555
1.69,-3.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 556
1.39,0.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 557
0.94,1.14,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 558
-0.3,-1.7,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 559
-0.3,3.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 560
1.32,-3.47,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 561
-0.09,1.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 562
1.4,3.22,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 563
1.3,0.59,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 564
1.64,1.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 565
1.91,2.03,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 566
0.97,-2.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 567
1.67,-3.73,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 568
1.06,0.4,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 569
1.22,-1.49,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 570
0.04,3.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 571
0.77,-0.64,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 572
0.77,-1.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 573
0.66,-1.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 574
-0.03,1.17,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 575
1.7,-3.78,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 576
-0.12,-0.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 577
0.51,-0.53,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 578
0.72,-3.76,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 579
-0.5,-3.68,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 580
0.93,3.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 581
0.56,-1.8,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 582
0.67,-0.58,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 583
0.85,2.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 584
1.45,0.91,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 585
0.13,-0.79,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 586
-0.45,-2.29,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 587
0.93,-3.17,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 588
1.11,0.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 589
-0.28,1.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 590
1.52,4,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 591
1.41,2.54,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 592
0.18,3.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 593
-0.38,-2.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 594
-0.43,-2.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 595
1.1,-2.14,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 596
1.54,-3.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 597
0.92,-3.9,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 598
-0.13,0.15,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 599
0.14,3.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 600
1.39,-1.69,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 601
-0.33,-2.79,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 602
1.81,3.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 603
-0.24,-1.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 604
-0.11,1.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 605
-0.36,3.62,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 606
0.94,2.26,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 607
0.15,2.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 608
0.21,-2.95,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 609
-0.26,-2.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 610
1.61,-3.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 611
1.37,2.02,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 612
1.8,-3.15,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 613
0.7,2.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 614
-0.38,-2.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 615
-0.09,1.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 616
0.08,1.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 617
-0.18,1.61,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 618
-0.47,-2.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 619
-0.17,-2.91,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 620
1.45,0.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 621
1.48,2.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 622
0.16,-1.42,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 623
0.27,-2.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 624
0.72,1.06,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 625
